Requirement,Prediction,Type
NPAC SMS shall support continuous hardware checking without any performance penalty or service degradation.,NFR,PE
NPAC SMS shall support hardware fault tolerance that is transparent to the Service Providers.,NFR,FT
NPAC SMS shall offer alternate routing during communication link outages.,F,A
NPAC SMS shall generate usage measurements for allocated connections for each Service Provider.,F,SE
NPAC SMS shall measure the number of messages processed by type for each Service Provider.,F,US
NPAC SMS shall measure the number of messages downloaded to each Service Provider.,F,US
The NPAC billing system shall be accessible only to NPAC personnel.,NFR,SE
Items are typically added to the inventory as part of the donation processes. ,F,US
This is called adding an item in donation processing.,F,US
These actions are only available for Unique and Stock items.,F,SE
"Acquisition records for Drop-Off, Pickup and Decon donations are created in the CRM system. ",F,SE
Inventory Management users should be able to view all past and current acquisitions.,F,US
The Receiving Associate can print temporary acquisition labels for items that require further processing.,F,SE
"They cannot, however, add items to the inventory or complete the acquisition process.",F,SE
Any item in the inventory may be purchased by a Construction Junction customer. ,F,O
A „blastworthy‟ flag already exists on the item entry and update screens. ,F,O
That field can be used to flag an item for inclusion on the next e-Blast.,F,US
The user can then select which flagged items should be included on the next e-Blast.,F,US
Items should be able to be re-Blasted without affecting previous e-Blast versions.,NFR,O
That option is set by the user in his/her website account settings.,F,US
The item entry and update screens should include a „Subject to Aging Discount‟ flag. ,F,LF
This puts the item back into inventory and affects customer store credit accounts.,F,FT
The system should also provide a report that shows currently overstock departments and categories.,F,LF
The described functionality is being implemented as part of the CRM project.,NFR,O
A web browser-based interface must be provided for all the Inventory Management functionality. ,NFR,O
This sections lists the screens required and associated UI requirements.,F,O
Constituent data between QuickBooks POS and Salesforce must be synchronized.,NFR,PE
Inventory items must be updated as a result of sales in QuickBooks POS.,F,MN
Customers with bouncing email addresses must be identified in QuickBooks POS.,NFR,US
Integration between QuickBooks POS and Salesforce must use Middleware.,NFR,O
Construction Junction currently uses Vertical Response to deliver email marketing functionality such as weekly e-blasts.,NFR,SE
Vertical Response App must be installed in Salesforce and consider storage consumption.,F,O
"At the time of this writing, Construction Junction is considering replacing VerticalResponse with ExactTarget.",NFR,MN
The inventory should be updated to reflect item purchases via the website.,F,US
Construction Junction members should be able to log into CJ‟s website.,NFR,US
Construction Junction intends to add this functionality.,NFR,MN
All required information fields should be marked with an asterisk (*).,NFR,US
Inventory departments are displayed in matrix format.,F,LF
"The matrix dimensions are fixed, and are the same when displaying departments or categories.",F,LF
The actual matrix dimensions are to be determined during system implementation.,F,O
The matrix should be able to hold at least 30 tiles at each level,NFR,O
Unused matrix cells are displayed empty.,F,SE
Each matrix cell displays a department name,F,LF
Each cell in the matrix must indicate in some visual form that it contains subcategories.,F,LF
Inventory categories are displayed in matrix format.,F,LF
"The matrix dimensions are fixed, and are the same when displaying departments or categories.",F,LF
The actual matrix dimensions are to be determined during system implementation.,F,O
The matrix should be able to hold at least 30 tiles at each level.,NFR,US
Unused matrix cells are displayed empty.,F,SE
Each matrix cell displays a category name.,F,LF
For a Under $5 category the category name is not a hyperlink.,F,LF
Each cell in the matrix must indicate in some visual form that it contains subcategories.,F,LF
The list can be sorted by any table column.,F,US
"Fields are only editable if user is a Manager, Director or Inventory Administrator.",NFR,SE
All fields are editable with the exception of the system generated item number.,F,SE
The Department Name must be unique across the inventory.,F,US
The Department‟s Unique Tag must be unique across the inventory.,F,US
The POS Department Code must be at most 3 characters long.,NFR,LF
The Unique Tag must be at most 18 characters long.,NFR,LF
A Department cannot be deleted if it contains categories and/or items.,F,SE
The system must ask for confirmation before deleting a Department.,F,US
"To start managing categories, the user needs to drill down to the department level. ",F,US
Buttons for adding and moving categories should exist at this level.,F,US
The Category Name must be unique across the inventory.,NFR,US
The Category‟s Unique Tag must be unique across the inventory.,F,US
The Unique Tag must be at most 18 characters long.,NFR,LF
The system must ask for confirmation before deleting a category.,F,US
User must select at least one Category to move.,F,US
"User must select either an existing target Department or Category, or new target Category.",F,US
When a category is moved it keeps its assigned Item Details,F,LF
Material and Features attributes can be assigned to any combination of departments.,F,US
Material and Features attributes can be assigned to „All‟ departments.,NFR,SE
Color and Finish attributes can only be set to „All‟ departments.,NFR,SE
An Attribute cannot be set simultaneously to „All‟ departments and to specific department(s).,F,PE
The Item Attribute Name must be unique across the inventory.,F,US
The following fields are mandatory: Name.,F,SE
Details can be assigned to any combination of departments and categories.,F,US
Details can be assigned to „All‟ departments and/or categories.,F,US
The Item Detail Name must be unique across the inventory.,F,US
"The following fields are mandatory: 2.1. Name, 2.2. Type.",NFR,O
"For Stock Items, all fields are pre-set and disabled, and cannot be changed.",F,SE
"For stock items, the price is pre-set and the user cannot change it.",F,US
The Add to Inventory button is not enabled for Pickup and Decon Associates.,F,SE
All fields are editable with the exception of the system generated item number.,F,SE
 The user is then taken to the View/Update Item screen.,F,US
User should be able to sort the acquisition list by any of its columns.,F,US
The default sorting is by descending order of acquisition End Date.,F,US
"Condition is optional. If left blank, the donor may write it manually on the receipt.",F,US
Date received is tracked on an item by item basis.,F,US
The Complete Acquisition button is disabled for Decon and Pickup Associates.,F,SE
The Email Receipt button takes you to the Email Receipt screen.,F,PE
The email receipt screen shows all email addresses associated with the Acquisition in CRM.,F,LF
Appropriate procedures will need to be developed and documented for the chosen implementation platform. ,NFR,O
The Inventory Management System is not considered a derivative work of such products.,NFR,O
With the use of an existing Passport account the user can login to the messenger.,F,SE
It is not possible to create a new Passport account.,F,SE
The application will display the status of the end-users buddies.,F,US
"When a buddy changes his status, the application shall update it.",F,US
Show the nicknames of the end-users buddies on the buddy list.,F,US
The application provides an option to add a buddy to the buddy list.,F,US
The application has an option to delete a buddy from the buddy list.,F,SE
The application has an option to block certain buddies.,F,SE
The application has a visible notification when an incoming message is received.,NFR,SE
Show incoming messages on the screen.,F,LF
Possibility to create a message and send it to a buddy.,F,US
Show emoticons in incoming and outgoing messages.,F,LF
Show the history of messages sent and received in the current chat session.,F,US
Chat with multiple buddies together.,F,US
Show a notification when there is new e-mail at the users hotmail inbox.,F,US
Display the inbox of the users Hotmail account,F,US
Show e-mails from the users Hotmail account on the screen.,F,US
Play games with online buddies.,F,US
Input device: Remote control and maybe a wireless keyboard.,F,O
Output device: TV screen.,F,O
The used protocol for communication is the .NET messenger service protocol. ,NFR,O
"The Clarus system shall collect, quality control, and disseminate environmental data.",NFR,O
The Clarus system shall be able to access in-situ environmental observations from data collectors.,NFR,O
The Clarus system shall be able to access remotely sensed environmental observations from data collectors.,NFR,O
The Clarus system shall calculate derived environmental data from observations.,F,SE
The Clarus system shall be able to receive roadway weather measurements derived from VII data.,F,O
The Clarus system shall allow access to new surface transportation related observed environmental data.,F,SE
Clarus system shall accept surface condition data derived from surface images.,F,O
Access could only be provided when new data sources are established and available.,NFR,SE
The Clarus system shall accept atmospheric condition data derived from atmospheric images.Task Force review,NFR,O
The Clarus system shall minimize the time for data acquisition.,NFR,PE
The Clarus system shall process data as they are received.,F,O
The Clarus system shall collect pavement-related observations.,F,US
The Clarus system shall accept environmental data from railroad vehicles.,NFR,O
The Clarus system shall accept environmental data from (roadway) vehicles.,F,SE
The Clarus system shall accept environmental data from maintenance and construction vehicles.,NFR,O
The Clarus system shall accept environmental data from service patrol vehicles.,NFR,O
The Clarus system shall accept environmental data from transit vehicles.,NFR,SE
The Clarus system shall accept environmental data from emergency vehicles.,NFR,O
The Clarus system shall be able to receive weather data from weather service providers.,NFR,SE
The Clarus system shall implement continuous quality control processes.,NFR,O
The Clarus system shall provide environmental data quality flags.,NFR,LF
The Clarus system shall provide notification of data quality conditions to data collectors.,NFR,SE
The Clarus system shall not modify original observations.,F,FT
The Clarus system shall allow human intervention to override automatically applied quality assessment.,NFR,PE
The Clarus system shall record the methods applied when deriving quality control information.,F,US
The Clarus system shall be able to implement quality control rules for each environmental parameter.,NFR,O
The Clarus system shall be able to implement quality control rules for specific environmental situations.,NFR,O
The Clarus system shall be able to implement quality control rules specific to observation locations.,NFR,US
The Clarus system shall be able to use multiple algorithms for its quality control process.,NFR,O
The Clarus system shall be able to detect data submission errors.,NFR,SE
The Clarus system shall minimize the time for data dissemination.,NFR,PE
The Clarus system shall be able to disseminate data based on spatial queries.,F,US
The Clarus system shall maintain a dynamic library of data for at least seven days.,NFR,PE
The Clarus program shall alert users to system modifications.,NFR,SE
The Clarus system shall not require approval to request environmental data.,NFR,L
The Clarus system shall enable system administrators to manage security groups.,NFR,SE
The Clarus system shall be able to restrict environmental data publication based on source.,F,SE
The Clarus system shall record statistics about its operation.,F,SE
The Clarus system shall log data transactions.,F,SE
"The Clarus system shall acquire, process, and disseminate atmospheric data.",NFR,O
"The Clarus system shall acquire, process, and disseminate surface data.",F,O
"The Clarus system shall acquire, process, and disseminate hydrologic data.",F,US
"The Clarus system shall acquire, process, and disseminate atmospheric metadata.",F,SE
"The Clarus system shall acquire, process, and disseminate surface metadata.",F,O
"The Clarus system shall acquire, process, and disseminate hydrologic metadata.",F,US
"The Clarus system shall accept only observations that include location, timeframe, and source metadata.",F,SE
The Clarus system shall accept only observations of known measurement types and units.,F,SE
"The Clarus system shall acquire, process, and disseminate environmental sensor station metadata.",NFR,O
The Clarus system shall accept data through a Clarus standard interface.,NFR,O
The Clarus system shall be able to communicate with RWIS databases through their native interfaces.,NFR,O
The Clarus system shall be able to collect environmental data that are manually entered.,NFR,O
The Clarus system shall transfer data as efficiently as possible.,NFR,O
The Clarus system shall employ industry standards to minimize implementation impact to users and providers.,NFR,US
The Clarus system shall allow service providers to select specific desired data sets.,F,US
The Clarus system shall respond to queries for environmental data from the available data.,NFR,US
The Clarus system shall enable environmental data queries by timestamp.,F,PE
The Clarus system shall enable environmental data queries by location reference.,F,O
The Clarus system shall enable environmental data queries by quality.,F,SE
The Clarus system shall enable environmental data queries by source.,F,O
The Clarus system shall provide a user interface for system administration.,NFR,LF
The Clarus system shall be able to be hosted at one or more physical locations.,NFR,O
The Clarus system shall use hardware that implements industry accepted standard interfaces.,NFR,O
The Clarus system shall use software that implements industry accepted standard interfaces.,NFR,O
The Clarus system shall be able to operate on redundant hardware.,NFR,O
The Clarus system shall disseminate data in response to a scheduled request.,F,PE
The Clarus system shall disseminate data in response to polling.,F,US
The Clarus system shall disseminate data in response to a change notification request.,F,US
The Clarus system shall be able to notify subscribers when data sets become available.,NFR,SE
The Clarus system shall disseminate data using standard Internet protocols.,NFR,O
The Clarus system shall support modular components.,NFR,O
The Clarus system shall use Coordinated Universal Time (UTC) for all timestamps.,F,A
The Clarus system shall have a minimum of one system administrator.,NFR,O
The Clarus system shall be able to mitigate communication denial-of-service attacks.,NFR,SE
The Clarus system shall be able to automatically recover from an unexpected shutdown.,NFR,PE
The Clarus system shall be able to prioritize data handling for time-critical data.,NFR,O
The Clarus system shall support 470 million current observations.,NFR,SC
The Clarus system shall respond to a request for information within one minute.,NFR,PE
The Clarus system shall be able to support six hundred concurrent users.,NFR,SC
The Clarus system shall be able to support six thousand registered users.,NFR,SC
The Clarus system shall accept data only from approved sources.,NFR,SE
The Clarus program shall establish data sharing agreements with all participating sources of environmental data.,NFR,SE
The Clarus program shall maintain continuous 24x7 operations.,NFR,PE
The Clarus program shall provide an environment that has uninterruptible power for the Clarus system.,NFR,O
The Clarus program shall provide an environment that has redundant communication for the Clarus system.,NFR,O
The Clarus program shall provide network management tools.,NFR,O
The Clarus program shall provide setup support.,NFR,O
The Clarus program shall provide for customer service.,NFR,SE
The Clarus program shall provide a trained support staff.,NFR,US
The Clarus program shall define data quality assurance methods and criteria.,NFR,US
The Clarus program shall define quality control rules for environmental observations.,NFR,SE
The Clarus program shall define data retention standards.,NFR,SE
The Clarus program shall provide documentation of Clarus standards.,NFR,O
The Clarus program standards shall accommodate contributions of new sensor technologies to the Clarus system.,NFR,MN
The Clarus program standards shall support multiple methods of data delivery to users.,NFR,O
The Clarus program shall maintain a comprehensive Clarus system test environment.,NFR,O
The Clarus program shall operate the Clarus system according to its published IT Security Plan.,NFR,O
Rail system personnel shall be able to use the Clarus system to obtain environmental conditions.,NFR,US
Traffic management personnel shall be able to use the Clarus system to obtain environmental conditions.,NFR,US
Transit personnel shall be able to use the Clarus system to obtain environmental conditions.,NFR,US
The freight community shall be able to use the Clarus system to obtain environmental conditions.,NFR,O
The Clarus program shall maintain information about data providers.,F,SE
The Clarus program shall maintain metadata about each data provider's network.,NFR,SE
The Clarus program shall maintain information about data provider redistribution restrictions.,F,SE
The Clarus program shall maintain information about service providers.,F,SE
The Clarus program shall maintain information about service provider communications.,F,SE
The Clarus program shall maintain information about service provider access to data.,NFR,SE
Ability to access database as an ODBC source.,NFR,O
All data tables and data storage are fully accessible.,NFR,O
System documentation is library-specific and follows standard formats for technical documentation. ,NFR,O
Documentation is specific to the particular version of the software in use at library.,NFR,O
"Documentation is web-based, indexed, organized by function, and easily searchable.",NFR,US
Administrators can create dashboards and give access to selected users and groups.,F,US
Alerts can be sent to unlimited number of recipients via any or all alert methods.,NFR,SE
Ability from the same console to unlock one or more records.,F,SE
System provides dashboard of performance monitoring and management tools. ,NFR,O
System status is represented by visual indicators (e.g. green and red lights).,F,LF
Indicators can be limited to a single branch or set to systemwide.,F,US
System provides a single console with access to all configuration files.,NFR,O
Read and write permission to individual configuration files can be assigned to users and groups.,NFR,SE
Loan rules can access check-out location open/closed schedule in calculating due date. ,F,SE
System provides capability to perform live incremental and full backups of data and transaction logs. ,NFR,O
System supports use of third-party backup software such as EMC NetWorker.,NFR,O
Ability to cluster servers for failover capability.,NFR,SE
System administrative staff has full visibility and control of user privileges.,NFR,SE
"System supports secure protocols, including SFTP, SSL, and SSH. ",NFR,O
"SFTP is supported in both active and passive modes, configurable per vendor.",NFR,O
Imported records can overlay existing short or full bibliographic records.,F,O
Imported batches can be maintained and manipulated as selection lists (see REQ-3004).,F,O
System provides a dedicated interface for creating new staff accounts. ,F,O
"Staff can be given permission to schedule tasks, reports, and data exports. ",NFR,SE
System administration staff can view and manage jobs scheduled by other staff.,F,SE
System supports administrator-programmable and user-programmable macros and/or keyboard shortcuts.  ,NFR,O
Shortcut keys may be assigned to macros (e.g. 'Insert Field') or to text strings.,F,O
Ability to specify specific clients to be updated.,F,US
Client software can be managed with VNC and Remote Desktop.,NFR,O
Ability to fully customize layout and appearance of reports. ,F,US
System provides a user-friendly interface for designing queries against all record types. ,F,US
Administrators control staff access to tables and fields.,NFR,SE
"Record types include patron, bibliographic, item, order, invoice, etc. ",F,LF
Access to record numbers is controlled at the user/group level.,F,SE
All Windows printers are supported.,NFR,O
"When applicable, the ability to select record fields and control order of fields when printing.",F,US
"Installation of no other application is required, for PeaZip to manage this function. ",NFR,O
The only functional requirement is: REQ-1: Operating system on the computer system.,NFR,O
"For PeaZip’s installation and use, requirements are almost zero. ",NFR,O
"It can run on any computer system, regardless of the type of operating system used.",NFR,O
"Moreover, PeaZip is available as source code that is compatible with almost any operating system. ",NFR,O
"Under that, is a bar which contains the most common functions of the program.",NFR,SE
Then the selected drive’s partitions are presented in both graphical and detailed mode.,F,LF
This of course leads to loss of data.,NFR,PE
"If that’s fine, click OK on the warning window that is being displayed.",NFR,PE
"You can select Reboot, Shutdown, or Logout. Make your choice and click OK.",F,US
"Lastly, a functional standard keyboard and mouse is required.",NFR,O
"However, GParted depends on some libraries and tools for its function.",NFR,O
"So, you need a cd/dvd burning suite compatible with your operating system.",NFR,O
"Although network or Internet communication is not obvious, it is available. ",NFR,SE
You can also use the ifconfig and route commands.,F,US
Please remember to edit /etc/resolve.conf accordingly. ,F,US
This enables you to update and add new packages to GParted.,NFR,O
apt‐get update and apt‐get install <package name> are the corresponding commands.,F,O
Its functions and features are not computationally intensive.,NFR,O
GParted is free software.,NFR,O
The format uses SMTP protocol.  ,NFR,O
The actual messages are provided by Mashbot.,NFR,O
These are referred to as user account roles.,NFR,SE
"Mashbot Campaigns supports the following account roles: Contributor, Approver, Publisher.",NFR,US
A user may possess more than one role. ,F,SE
Roles reflect actions that can be performed by a user. ,F,US
Roles can be assigned to a user account for individual products.,F,US
Approvers can approve actions performed by contributors.,F,SE
The system may contain any number of user accounts. ,NFR,SE
Certain pieces of information are required to create new accounts. ,NFR,SE
User Account Modification The system allows users to modify their accounts once created.,F,SE
The system requires that a user have logged in before modifications can be made. ,NFR,SE
The system allows user accounts to be deactivated. ,NFR,SE
The system denies user who have been deactivated from accessing the system.,NFR,SE
A disable account can be undisabled.,F,SE
It is possible to disable all accounts except for the System Administrator account. ,NFR,SE
The system only allows users to change their own passwords. ,NFR,SE
"A campaign has the following components: Name, Pieces of content, Schedule, User/Group Perrmissions.",F,US
"A piece of content may take the following forms: Text, Image. Audio, Video.",F,LF
Mashbot will allow for the association of Mashbot accounts with external service accounts.,F,SE
Mashbot will provide an interface for authenticating a user account to an external service account,NFR,O
Mashbot will provide a standardized method of interacting with external service accounts.,NFR,US
These warnings are sent to the System Administrator.,NFR,SE
Other security risks of this type are the responsibility of the System Administrator.,NFR,SE
The system allows only valid users to log into the system. ,NFR,SE
"To log onto the system, a user provides their valid username and password.",F,SE
The system uses the configured authentication module. ,NFR,O
The authentication method is configurable by the System Administrator.,NFR,SE
A user should be able to register a new account .,NFR,US
A user should be able to log in.,NFR,US
A member should be able to log out.,F,US
A member should have a profile.,NFR,LF
A member should be able to modify their profile.,F,US
A user’s email should be verified when registering a new account. ,NFR,US
An admin should be able to modify accounts.,F,US
An admin should be able to suspend accounts,F,SE
An admin should be able to delete accounts,F,US
A member should be able to monitor trending topics regarding their campaign.,NFR,US
A member should be able to monitor facebook groups related to campaigns.,NFR,US
A member should be able to view @replies to tweets related to their campaigns. ,NFR,US
A member should be able to see responses to blog posts related to the campaign. ,NFR,US
An admin should be able to perform user account actions in bulk.,NFR,US
An admin should be able to see all campaigns.,NFR,US
An admin should be able to delete any campaign.,F,US
An admin should be able to edit all campaigns.,NFR,US
Mashbot campaigns! campaigns should allow multiple users to collaborate on a campaign. ,NFR,US
Mashbot campaigns! should support multiple users.,NFR,SC
A member should be able to store authentication for supported services.,NFR,SE
A member should be able to add additional services to an existing campaign.,NFR,US
A member should be able to delete individual campaign elements.,F,US
Members should have hierarchical permissions.,NFR,US
A campaign should have workflow approval process.,NFR,MN
A member should be able to ”unpublish” a campaign.,NFR,US
A member should be able to delete a campaign.,F,US
A member should be able to schedule events in bulk.,F,SC
A member should be able to schedule ”live dates” for individual events.,F,US
A member should be able to delete existing content from supported services.,F,SE
A member should be able to push to Facebook in a campaign.,NFR,US
A member should be able to post to a blog in a campaign.,NFR,US
A member should be able to post to Twitter in a campaign.,NFR,US
A member should be able to create a new campaign.,NFR,US
A member should get notified when activity occurs in a campaign they’re working on.,F,US
The user can split only once document at a time.,F,SE
The compression of the output files requires pdf version 1.5 or above.,NFR,O
pages number in the page selection must be comprehended.,F,US
The compression of the output files requires pdf version 1.5 or above.,NFR,O
The user can mix only 2 documents at a time (not more or less).,NFR,US
The user can manipulate only 1 document at a time (not more).,NFR,SE
Operation system on the computer system.,NFR,O
Restart PDFsam application to be the changes applied.,F,O
PDFsam is compatible with every system supports a JRE and pdf files. ,NFR,O
"PDFsam does not introduce any security level, since the data it manages is not critical.",NFR,SE
This application provides a pleasant and user friendly graphical interface with relatively simple functions. ,NFR,LF
The project is released under the GNU General Public License. ,NFR,O
The philosophy of this license implies some basic principles which apply to the project.,NFR,O
The system shall display all the products that can be configured.,NFR,LF
The system shall allow user to select the product to configure.,F,US
The system shall display all the available components of the product to configure,NFR,LF
The system shall enable user to add one or more component to the configuration.,F,US
The system shall notify the user about any conflict in the current configuration.,NFR,FT
The system shall allow user to confirm the completion of current configuration,F,PE
The system shall display detailed information of the selected products.,F,LF
The system shall provide browsing options to see product details.,F,US
The system shall display detailed product categorization to the user.,F,US
The system shall enable user to enter the search text on the screen.,F,US
The system shall enable user to select multiple options on the screen to search.,F,US
The system shall display all the matching products based on the search,F,LF
The system shall display only 10 matching result on the current screen.,NFR,LF
The system shall enable user to navigate between the search results.,F,US
The system shall notify the user when no matching product is found on the search.,F,SE
The system shall allow user to create profile and set his credential.,F,US
The system shall authenticate user credentials to view the profile.,NFR,SE
The system shall allow user to update the profile information.,F,SE
The system shall display both the active and completed order history in the customer profile.,F,LF
The system shall allow user to select the order from the order history.,F,US
The system shall display the detailed information about the selected order.,F,LF
The system shall display the most frequently searched items by the user in the profile.,F,US
The system shall allow user to register for newsletters and surveys in the profile.,F,US
"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",NFR,US
The system shall allow user to select the support type he wants.,F,US
The system shall allow user to enter the customer and product information for the support.,F,US
The system shall display the customer support contact numbers on the screen.,F,LF
The system shall allow user to enter the contact number for support personnel to call.,F,SE
The system shall display the online help upon request.,F,US
The system shall display the FAQ’s upon request.,F,LF
The system shall maintain customer email information as a required part of customer profile.,NFR,SE
The system shall send an order confirmation to the user through email.,F,US
The system shall display detailed invoice for current order once it is confirmed.,F,FT
The system shall optionally allow user to print the invoice.,F,US
The system shall provide shopping cart during online purchase.,F,US
The system shall allow user to add/remove products in the shopping cart.,F,US
The system shall display different shipping options provided by shipping department.,F,LF
The system shall enable user to select the shipping method during payment process.,F,US
The system shall display the shipping charges.,F,LF
The system shall display tentative duration for shipping.,F,PE
The system shall allow user to enter the order information for tracking.,F,SE
The system shall display the current tracking information about the order.,F,LF
The system shall calculate tax for the order.,F,US
The system shall display tax information for the order.,F,LF
The system shall display available payment methods for payment.,F,US
The system shall allow user to select the payment method for order.,F,US
The system shall display the orders that are eligible to change.,F,LF
The system shall allow user to select the order to be changed.,F,US
The system shall allow user to cancel the order,F,FT
"The system shall allow user to change shipping, payment method.",F,SE
The system shall notify the user about any changes made to the order.,F,FT
"The system shall display the reviews and ratings of each product, when it is selected.",F,US
The system shall enable the user to enter their reviews and ratings.,F,US
The system shall display all the available financing options.,F,LF
The system shall allow user to select the financing option.,F,US
The system shall notify the use about the financing request.,F,L
The system shall allow user to view detailed sitemap.,F,US
The system shall display all the available promotions to the user.,F,US
The system shall allow user to select available promotion.,F,US
The system shall allow user to confirm the purchase.,F,US
The system shall enable user to enter the payment information.,F,SE
The system shall provide a uniform look and feel between all the web pages.,NFR,LF
The system shall provide a digital image for each product in the product catalog.,NFR,LF
The system shall provide use of icons and toolbars.,NFR,LF
The system shall provide handicap access.,NFR,SE
The system shall provide multi language support.,NFR,O
The system shall provide storage of all databases on redundant computers with automatic switchover.,NFR,O
The system shall provide for replication of databases to off-site storage locations.,NFR,O
The system shall provide RAID V Disk Stripping on all database storage disks.,NFR,SE
The performance shall depend upon hardware components of the client/customer.,NFR,O
The system shall use secure sockets in all transactions that include any confidential customer information.,NFR,SE
The system shall automatically log out all customers after a period of inactivity.,NFR,SE
The system shall confirm all transactions with the customer’s web browser.,NFR,SE
The system shall not leave any cookies on the customer’s computer containing the user’s password.,NFR,SE
The system’s back-end servers shall only be accessible to authenticated administrators.,NFR,SE
The system’s back-end databases shall be encrypted.,NFR,SE
The source code developed for this system shall be maintained in configuration management tool.,NFR,O
There are no memory requirements,NFR,O
The computers must be equipped with web browsers such as Internet explorer.,NFR,O
Response time for loading the product should take no longer than five minutes.,NFR,PE
A general knowledge of basic computer skills is required to use the product,NFR,US
"To implement online user help, link and search fields shall be provided.",F,US
The protocol used shall be HTTP.,NFR,O
The Port number used will be 80.,NFR,SC
There shall be logical address of the system in IPv4 format.,NFR,O
The e-store system shall communicate to credit management system for handling financing options.,F,SE
The e-store system shall communicate with CRM system to provide support.,NFR,O
The e-store system shall communicate with Sales system for order management.,NFR,O
The e-store system shall communicate with external Tax system to calculate tax.,F,O
The e-store system shall communicate with export regulation system to validate export regulations.,NFR,SE
It shall be as per the industry standard.,NFR,L
The users move through pages containing activities or direction to some other activities.,F,US
"The user should write his/her username, password and select in which domain he/she is.",F,US
"Domain list box has 3 choices [ coordinator, costumer and supplier ].",F,US
if the information provided by the user is wrong this page will appear to him/her.,NFR,US
First page in the coordinator domain.,NFR,O
"User can select customer, supplier, requests or items management section.",F,US
This page display the last 5 new customer.,F,MN
User can click on [ view detail ] for more information about a customer.,F,US
Navigation bar under the banner of the system that allow user to navigate through pages.,F,US
add customer page contain 4 information fields.,F,LF
Navigation bar under the banner of the system that allow user to navigate through pages.,F,US
Navigation bar under the banner of the system that allow user to navigate through pages.,F,US
Navigation bar under the banner of the system that allow user to navigate through pages.,F,US
This page display the last 5 new requests.,F,LF
User can click on [ view detail ] for more information about request.,F,US
"User can edit his/her profile, a link [ edit profile ] there to do so.",F,US
Navigation bar under the banner of the system that allow user to navigate through pages.,F,US
"The page contain a feedback box, the supplier may send his feedback about the request.",F,US
Navigation bar under the banner of the system that allow user to navigate through pages.,F,US
The SCM system will use TCP/IP as the main communication protocol trough internet/network.,NFR,O
The system must handle at least 100 concurrent users and their operations. ,NFR,PE
The system must accomplish 90% for transactions in less than 1 second.,NFR,PE
"The DB tables shall reflect following: Coordinator, Customer, Supplier, Resource Location, Item, Request.",F,US
Our System will be web based system which we will use a web developing language. ,NFR,O
The system will use MS SQL for our database.,NFR,O
The system shall follow the Waterfall software process model. ,NFR,O
Also our system will cover the quality assurance.,NFR,SE
The system has to be available 100% of the time. ,NFR,A
"Once there is a fatal error, the system should give understandable feedback to the user.",NFR,US
Enables the user to choose a specific application to be used. ,F,US
Web conferencing feature enables the user to interact with multiple users within a given class. ,F,US
Each user can chat with one another while the session is open.,NFR,US
"Tools such as file uploading, directory creator, move, delete and rename will be accessible.",F,SE
Visual Input: The conferencing feature requires a high resolution video input device. ,NFR,O
The Virtual-ED software has a seamless integration with the local operating/hardware system. ,NFR,O
It is recommended that current system performs optimally with the suggested browsers.,NFR,O
It is recommended the current system performs optimally with the suggested two browsers.,NFR,O
System may require users to download program updates to become compatible and compliant with system.,NFR,SE
The user is responsible for content uploaded. ,F,SE
NJIT policy prohibits the use NJIT facilities/assets for personal use.,NFR,SE
"User must comply with all local, state, and federal laws when using available resources. ",NFR,L
The user is responsible for maintaining the user account. ,NFR,SE
Action must be taken by the user to prevent the user account from being compromised.,NFR,SE
The user ID and the password should not be shared with anyone (students/staff/or anyone else).,NFR,SE
The Web-Conferencing features’ performance depends on the availability of the bandwidth. ,NFR,O
The minimum of a broadband connection is recommended to fully utilize Web-Conferencing feature.,NFR,O
The portal will be periodically unavailable due to necessary maintenance upgrades. ,NFR,MN
The system must be completed within the timeframe allotted for development.,NFR,MN
Changes in the templates could be done without comprising the results.,F,US
"System provides distinct, fine-grained permission levels limiting who can create and clone reports. ",F,US
All permissions should be easy to administer.,NFR,US
The system provides pre-defined reports for consumption by library boards or other consumers. ,NFR,SE
System provides the query selections along with the results.,F,US
Ability to see where your report is in the queue of reports waiting to run.,F,US
System must be able to support the reporting definitions as described in Appendix A.,NFR,O
System must be able to support the fine-grained reports requirements as described in Appendix B.,NFR,O
"The system produces useful demographic statistics, including transactions by geographical regions, age ranges, etc. ",F,US
The system provides an interface showing capacity of all branches (as defined in PINES-014).,NFR,LF
Ability to report per library and per system.,F,US
"Ability to control inventory of uncataloged material, such as paperback books and children's board books. ",F,SE
Ability to count transactions and include in circulation statistics.,F,US
The system provides reports of missing and damaged items per branch.,F,SE
The system provides a quick effective method.,NFR,PE
"List should be configurable to System, Home Library, County, etc.",F,US
"Transactions can be grouped by hour, terminal, branch, and system. ",F,US
The system displays the number of check-outs and placed holds per patron. ,F,US
"Holds are subtotaled by type, e.g. active, frozen, and frozen-until holds.",F,SE
"Fines, charges, waivers, and ecommerce transactions are attached to patron and item records. ",F,SE
System tracks fines waived and payments made per library.,F,L
Financial information can be updated easily.,F,O
"As an example, a staff user can easily query patron accounts with balances.",F,US
