Requirement,Prediction,Type
ability manually remove permissions users,NFR,SE
system shall provide report detailing security requirements stored data,NFR,SE
system must remember user credentials successful authentication via github google,NFR,SE
system must generate files new updated data available fpds database,NFR,SE
system must allow unregistered users view least articles,NFR,SE
system must allow website users access published fabs files,NFR,SE
system must allow incremental harvesting metadata,NFR,SE
user authentication authorization restrict access based role,NFR,SE
system must allow anonymous users view public information,NFR,SE
system must provide access general information various processes,NFR,SE
option override automated processing specific etds exists,NFR,SE
user authentication system olderpersons,NFR,SE
user marks email address private hidden users public profile,NFR,SE
system must support concurrent access update research documents without compromising performance,NFR,SE
restoration deleted files occur automatically without user intervention,NFR,SE
user authentication functionality,NFR,SE
system must allow administrators configure use active directory credentials login,NFR,SE
system enable administrators access historical data previous years,NFR,SE
system must provide information legal compliance related data security,NFR,SE
system must grant access cornell campus content authenticated users,NFR,SE
system must provide easy access previously stored camper records,NFR,SE
estimation user stories able done minimal effort without loss previous data,NFR,US
system must allow junior researchers access knowledge within group,NFR,US
special announcements limited news articles,NFR,US
system must display instructions user recover password reset administrator,NFR,US
system must enable logging customer portal creating account,NFR,US
user ability add additional details profile page,NFR,US
system must able detect incorrect exercises performed user,NFR,US
system allow users better manage ig requests,NFR,US
system must allow olderpersons guided exercises alfred,NFR,US
system able detect report content file large download,NFR,US
system must enable correct citation data,NFR,US
system must allow funders view costs data management,NFR,US
user able upload application platform,NFR,US
system must ensure displaying available estimates impact performance responsive,NFR,US
system must ensure accuracy ordinance information,NFR,US
system must allow developers watch participate ui ux lessons,NFR,US
system must support attaching video behavioral observations,NFR,US
system must facilitate communication parents staff emergencies,NFR,US
system must able search digital items external system,NFR,US
error messages must helpful informative agency users,NFR,US
system must allow users understand specific role workflow would affected different cms decisions,NFR,US
support users mild cognitive impairments,NFR,US
system must notify selected agencies new report submitted email app notification,NFR,US
system must support creation management style guide,NFR,US
collections able limited items provenance,NFR,US
system must support working datasets referenced contextual constraints,NFR,US
system must able check object components restricted library policy,NFR,US
system must allow creation custom queries reports outside common querying reporting functionality,NFR,US
system performance must ensure verification notification processes significantly impact user experience,NFR,US
user must able sign badcamp newsletter,NFR,US
system allow customization reminder frequency timing,NFR,US
error messages accurate representative actual fabs errors,NFR,US
system must allow administrators share resources users based project specific geographical criteria,NFR,US
system must enable users add alfred application mobile phone home screen easy access,NFR,US
system must allow users take pictures directly within system,NFR,US
aflred device solely focus ict tool interaction,NFR,US
application must provide option search files separately log book pages,NFR,US
system must provide great user experience ux,NFR,US
system shall facilitate addition metadata easy use manner,NFR,US
administrator able add new users,NFR,US
system must require manual intervention generating derivatives,NFR,US
system enable faculty members use uploaded content teaching purposes,NFR,US
brokers able submit data efficiently system,NFR,US
system must able display countdown timer visible participants within minutes initiating,NFR,US
system must allow staff members perform completeness reviews,NFR,US
system must integrate activity insight,NFR,US
invited user must able sign publisher one click invitation link,NFR,US
users able schedule inspections,NFR,US
textual descriptions easily readable users,NFR,US
system must able provide information social activities user neighborhood,NFR,US
language settings configurable per user,NFR,US
users create new records repository,NFR,US
user shall able view project description project metadata,NFR,US
system must enable users purchase level sponsorship,NFR,US
user must required know html use wysiwyg editor,NFR,US
users able log specific issues related submissions functions,NFR,US
system must notify user password reset provide guidance next steps,NFR,US
system must notify relevant users including collection owners changes made collections,NFR,US
system must able handle simultaneous searches multiple users without significant decrease performance,NFR,US
system enable communication olderpeople friends family,NFR,US
link button navigate home page shall easily accessible,NFR,US
successful verification user redirected main application screen,NFR,US
system must able identify snapshot serengeti images,NFR,US
system must able provide corrective feedback users incorrect exercise performance,NFR,US
upon ingesting data system system shall allow validation data using data https data mendeley com,NFR,US
system provide incentives feedback mechanisms encourage users adopt open standards,NFR,US
system must able notify zooniverse admins zoonibot ready comment subject,NFR,US
system shall provide mechanism prepare users nsf future research work documentation means,NFR,US
system must allow users customise icon,NFR,US
system must provide comprehensive tracking statistics,NFR,US
system must allow users study analyze stored data,NFR,US
system shall provide instant response assessing audio material edited prior uploading,NFR,US
system must able retrieve display search results digital items trusted external system timely manner,NFR,US
determine necessary functionalites based software technology used,NFR,US
system must able distinguish multiple users name,NFR,US
system allow users select upload files larger gb size,NFR,US
regular load testing performed system identify address potential performance bottlenecks impact user experience,NFR,US
system enable understanding needs future nsf gov website educators science influencers,NFR,US
user able drag drop files log book page,NFR,US
system must ensure seamless shibboleth authentication success rate least,NFR,US
system must provide functionality user check dmp implemented,NFR,US
results asr processing accurately matched relevant content items,NFR,US
system provide clear instructions users,NFR,US
system must able recognize pain stress,NFR,US
system must allow users view details data,NFR,US
archetypes used help developers package datasets correctly,NFR,US
system must enable users feel confident accuracy results,NFR,US
software must feature customize branding,NFR,US
supervisors view manage student submitted feedback forms,NFR,US
allow users upload data package user interface ui,NFR,US
enable ethics managers check data sensitivity,NFR,US
content section easily understandable,NFR,US
users able access downloaded reports future,NFR,US
system must able handle situations user lost,NFR,US
user able see data package without download first,NFR,US
users able override default settings behavior specific features,NFR,US
system must ensure olderpersons always informed upcoming events,NFR,US
system allow correction mistakes made editing,NFR,US
system must fetch display real time date data public recycling bins around user area,NFR,US
system must able analyze harvested metadata determine effectiveness funding strategy,NFR,US
users must able edit spreadsheet,NFR,US
system must able identify mandatory similar topics across data management plans dmps,NFR,US
system must allow users add tags labels images better organization searching,NFR,US
system must show user information member name profile picture relevant details single page,NFR,US
platform must showcase intellectual output school,NFR,US
system must track user interactions faq section     views clicks,NFR,US
ability test features environments staging,NFR,US
system must minimize number clicks required validate research data,NFR,US
system must display user interface element     indicator button allows admins trigger assessment,NFR,US
system must enable alfred use sensors capture health data exercises,NFR,US
updated information reflected accurately system,NFR,US
system must support searching across multiple departments schools,NFR,US
multiple users must able collaborate editing calculating costs simultaneously,NFR,US
system must provide functionality users verify created specific page,NFR,US
system must able detect transient objects images,NFR,US
system must handle concurrent searches multiple users without impacting overall responsiveness,NFR,US
system must enable publication staff report according business rules,NFR,US
system must provide functionality understand meaning attached metadata,NFR,US
system must allow planning staff members evaluate consistency comprehensive plan,NFR,US
system must provide mechanism library staff submit tech support issues,NFR,US
system able perform actions related controlling heating,NFR,US
system must able provide directions desired location,NFR,US
system must display required information reusing data,NFR,US
system must display articles easily accessible manner,NFR,US
must functionality camp administrators report suspected inappropriate behavior camp workers,NFR,US
search results google must accessible within discovery system,NFR,US
system must provide instructions obtain doi,NFR,US
publishers must able publish data packages registry,NFR,US
system able send notifications reminders testers advance,NFR,US
system shall display notification admin pending recycling center registrations,NFR,US
system must able provide directions day event,NFR,US
system must able differentiate computer files document types,NFR,US
system must enable future users understand associated metadata,NFR,US
system determine appropriateness creating links,NFR,US
user attach link detailed page class,NFR,US
system must display thumbnails images collection easy browsing,NFR,US
users able restore deleted files manually,NFR,US
allow users send feedback administrators,NFR,US
system must allow users customise primary color,NFR,US
allow users appropriate role view edit fields,NFR,US
publisher receive feedback specific data invalid incorrect,NFR,US
system must image classification algorithm detect animals,NFR,US
system must able identify accept existing datasets different properties,NFR,US
system must allow checking consistency metadata,NFR,US
system must display feature admins view user feedback,NFR,US
system must ensure effective collaboration productivity even physically present lab,NFR,US
system allow customization certain functions,NFR,US
system provide way users easily add type information data,NFR,US
user option set privacy level logbook entry,NFR,US
system must provide way user navigate view details content file,NFR,US
application must guide employees neighbourhood,NFR,US
allow users configure time live uniformly across dataset types,NFR,US
system must display feature functionality allows medical caregivers search users alfred system,NFR,US
system must enable conveying issues concerns recycling facility staff site admins,NFR,US
system must search functionality,NFR,US
users able view additional details profile page,NFR,US
system must track revisions made library staff members,NFR,US
publishers entitled features services based selected pricing plan,NFR,US
system must allow faculty data stewards review assess expertise data management,NFR,US
system must display translated text real time user interacts interface,NFR,US
application must allow employees access route planning system working,NFR,US
system shall provide users incentives use website,NFR,US
system must provide link full details training,NFR,US
user mike able view metrics,NFR,US
users able download files even uploaded faculty member,NFR,US
system must enable verification csm certification employers others,NFR,US
app must provide guidance create fiscal data visualizations using openspending,NFR,US
system must display three types media text images videos used interact volunteers,NFR,US
system must provide real time feedback updates status ongoing collection mapping operations,NFR,US
app must able create proxy data packages,NFR,US
statistics must presentable non technical users faculty,NFR,US
ability repoadmin role communicate symplectic elements,NFR,US
system shall provide way adapt alfred device users hearing trouble,NFR,US
system must identify highlight updateable properties dataset,NFR,US
system must repeat last spoken phrase requested user,NFR,US
system must able send email password reminder,NFR,US
system must allow olderpeople watch movies using alfred,NFR,US
system must support standardization data,NFR,US
system must able track report data usage metrics near real time,NFR,US
user request urgent help alfred,NFR,US
user must able analyze data generated reports,NFR,US
user able edit profile,NFR,US
system must able generate basic statistics dataset,NFR,US
must rules place app development,NFR,US
system must allow versioning extension brochures faqs,NFR,US
provide link contextual help accessible authenticated users,NFR,US
system must provide tools features olderpeople track body weight,NFR,US
system must provide clear instructions usage features assist olderpersons,NFR,US
system send notifications users time exercise,NFR,US
members able send emails using form,NFR,US
system must provide feedback user performance games,NFR,US
users register data university without reupload another location,NFR,US
system allow customization user preferences functionality,NFR,US
system must enable users better control navigation within map views,NFR,US
system must enable sponsors make real time changes sponsorship page without requiring manual intervention,NFR,US
user preferences customizable per functionality basis,NFR,US
system assist users experience difficulties,NFR,US
system must able validate input data publishing,NFR,US
ability create manage different user roles,NFR,US
system must allow users staff researchers easily access tagged working papers,NFR,US
system must send confirmation message email verify user subscription,NFR,US
system must display section website explaining basics scrum,NFR,US
system must able display least items list upcoming courses without noticeable performance degradation,NFR,US
system shall allow users adjust audio settings improved accessibility,NFR,US
alfred must able identify suggest games combine mental physical exercise,NFR,US
system must provide games combine mental physical exercise,NFR,US
system must recognize index metadata various sources,NFR,US
system must allow users create edit personal profile pages,NFR,US
system must feature book assistance using public transport,NFR,US
users requirements preferences reminders configurable alfred system,NFR,US
system must allow users select languages component,NFR,US
user must able refer documents time present future,NFR,US
system must render thumbnails participants photos real time play cards,NFR,US
command line tool must able validate data context user workflow,NFR,US
system must validate conformity data associated data package profile,NFR,US
user must able click publish button multiple times submission,NFR,US
system must display accurate informative error codes,NFR,US
system must able identify objects components copyright,NFR,US
system must able track report success outreach efforts mailing lists,NFR,US
system must create dataset selected type deploying app,NFR,US
system shall provide mechanism staff members ensure compliance approved proffers,NFR,US
users archivists able share linked electronic publications researchers,NFR,US
system must able confirm recruiter set working properly,NFR,US
app must able take tabular data package input,NFR,US
system shall provide turn turn directions given location room campus minimal navigation steps,NFR,US
system must provide option sign via github,NFR,US
system must provide interface sponsors view sponsored summit details,NFR,US
system must provide reports based user defined criteria,NFR,US
system must display latest recycling center information users,NFR,US
application must generate sensible predictable urls,NFR,US
payment page individual sponsorships must displayed least two steps registration process,NFR,US
system must able track bond information throughout project lifecycle,NFR,US
system user roles specific access levels,NFR,US
software must provide transparency methodology execution,NFR,US
user must able access location anywhere,NFR,US
system must allow users use imported data analysis visualization,NFR,US
system make external descriptions accessible users,NFR,US
system enable creation issuance formal communication responsible party,NFR,US
system must validate downloaded data making available use,NFR,US
system must able provide user information type media text image video required educating volunteers,NFR,US
system must allow library staff members quickly edit uploaded documents,NFR,US
users able view created courses events,NFR,US
system must allow platform administrators select target language translation,NFR,US
ability capture general concerns parents,NFR,US
system must activate csm certification status approved practitioner status,NFR,US
system must allow older people use send messages,NFR,US
system able measure track effectiveness user centered content design,NFR,US
system must provide information user role,NFR,US
faculty members must able facilitate linking content repository,NFR,US
user must able view tasks activities scheduled,NFR,US
system must optimize query performance using created database indexes,NFR,US
system shall notify admins need educating volunteers,NFR,US
users must able calculate costs using spreadsheet,NFR,US
system must inform archivist purpose digital object,NFR,US
system must able send email new password,NFR,US
allow users view subscribed rss feeds readable format,NFR,US
system must explain nature error detail,NFR,US
system provides day knowledge users,NFR,US
system must able display information format easily understood older person,NFR,US
user settings easily configurable developers,NFR,US
system must display customer feedback easily accessible format,NFR,US
system must provide feedback user data preparation formatting mapping,NFR,US
display fees information user friendly format,NFR,US
system must require users create new account lots information upon sign,NFR,US
system must require manual downloading descriptors resources,NFR,US
site visitors must able access faqs quickly,NFR,US
user role nsf employee required permissions schedule final workshop,NFR,US
system allow users hear voice repeated back real time,NFR,US
software must enable browsing repository contents,NFR,US
system must provide features options assist users visual impairments,NFR,US
must mechanism site admins review confirm quality job postings,NFR,US
system must provide altmetrics,NFR,US
system must able support multiplayer games caregivers users,NFR,US
system must inform user identified data types,NFR,US
system provide editorial planning recommendations,NFR,US
alfred provide proposed training promotes complex thinking,NFR,US
information faculty member areas expertise research interests easily viewable,NFR,US
system must able detect user performing exercise much way harmful,NFR,US
system must provide necessary information users update scripts accordingly,NFR,US
system enable identification trends data use among staff postgraduate students,NFR,US
system must provide semi structured format users describe,NFR,US
ability validate generated files fabs fpds data,NFR,US
system must correctly identify utilize dataset type code included deploying app new dataset instances,NFR,US
system provide regular summary reports research data,NFR,US
project metadata must able accurately uniquely described,NFR,US
system must allow dataset developer configure customize upgrade process needed including specifying dependencies constraints,NFR,US
system must enable communication project goals stakeholders,NFR,US
system must allow users interact using voice based interface,NFR,US
error pages must informative provide helpful hints resolving issues,NFR,US
others able rerun saved methodology,NFR,US
system shall provide link button every page navigate directly home page,NFR,US
system must allow sponsors customize summit branding,NFR,US
system motivate olderpersons engage physical activity,NFR,US
provide voice assistance text speech functionality easier navigation,NFR,US
system must allow trainers add additional details profile pages,NFR,US
system must verify applicant qualifications granting csp cst status,NFR,US
system provide information data reproducibility,NFR,US
system shall keep track user demand usage patterns,NFR,US
system must provide loading indicator retrieving large amount data inform user system working request,NFR,US
system must ensure data used correctly,NFR,US
system must provide analytics reporting faq section usage,NFR,US
system allow users configure customize pricing settings apps,NFR,US
automated processing indexing ingested etds happens,NFR,US
system must notify alert developer new version plugin deployed pipeline using plugin needs updated,NFR,US
system must ensure capturing relevant information person interviews,NFR,US
system must provide information data used,NFR,US
system must provide relevant article recommendations users,NFR,US
system must allow users normalize measures gini,NFR,US
system must able track use photo,NFR,US
user shall able view activity fees without need manual intervention,NFR,US
system must able detect moving objects images,NFR,US
system must allow customers provide feedback app,NFR,US
system must allow staff members validate compliance applications zoning ordinance,NFR,US
reminders sent user timely manner appointment,NFR,US
system must differentiate fabs dabs users,NFR,US
system must allow users quickly verify validity usefulness data,NFR,US
users must able input data paper based forms,NFR,US
system must able track display whether photo already scanned,NFR,US
system must enable users drag drop selected files within file browser,NFR,US
system feature track verify data availability persistence publication,NFR,US
ability configure email templates without requiring programming skills,NFR,US
system shall validate data publishing,NFR,US
system must enable customization embedded visualizations apis,NFR,US
adaptation process shall easy follow,NFR,US
system must enforce rules campers,NFR,US
user must able view available reference services,NFR,US
system must able detect falls,NFR,US
user shall able view roadmap document next months beyond,NFR,US
system allow easy demonstration user centered content design results metrics,NFR,US
system allow users manually override output automated processing tools,NFR,US
users must able attach add visual content moodboard,NFR,US
ability interact alfred using voice commands,NFR,US
ability easily maintain apps marketplace,NFR,US
system must able use skin conduction sensors detect pain stress,NFR,US
system must ability schedule messages displayed page repository,NFR,US
display events associated object throughout entire lifecycle system,NFR,US
alfred provide goals missions olderpersons,NFR,US
users able access previous versions item,NFR,US
allow parents view access child photos,NFR,US
aflred device must encourage human human interaction,NFR,US
users must prevented using adapting outdated versions extension brochures faqs,NFR,US
system must allow user initiate conversation alfred,NFR,US
system must provide feature ui designers report user testing results,NFR,US
system must functionality track changes made tasks events,NFR,US
system must redirect users page url provided game,NFR,US
system must provide feature purchase alfred discounted promotional price suitable olderpeople,NFR,US
system must able filter images without classifiable animals,NFR,US
system must provide users existing digital information matching search criteria,NFR,US
users able define relationships objects     one file analysis another,NFR,US
system provide non pharmacological advice improving physical mental well,NFR,US
system must able categorize research project data sensitive highly sensitive,NFR,US
user must able input basic information summit,NFR,US
system must allow users view custom metadata fields created library staff members,NFR,US
system allow researchers centre view user twitter activity,NFR,US
system shall allow conducting user definition workshops,NFR,US
system must provide information use public transportation,NFR,US
system must allow users create participate games leverage imagination,NFR,US
user deal details api components,NFR,US
system shall enable developers create customized version wizard,NFR,US
workflows easy understand,NFR,US
users must way view multiple trainers ratings,NFR,US
system must user role zooniverse admins,NFR,US
system must provide information someone would want csm home page,NFR,US
system must provide learning material downloadable formats users convenience,NFR,US
system must provide drill capabilities detailed analysis specific workflow stages tasks,NFR,US
user able view checksum checksum method specific master file context object,NFR,US
system must validate selected data type ensure stored,NFR,US
administrators must able fix review issues error logs,NFR,US
analysis results require manual intervention,NFR,US
system must make users feel university systems joined,NFR,US
allow users access download files via web interface,NFR,US
system must provide mechanisms researchers verify validity data,NFR,US
user must able configure metadata embedded,NFR,US
users able delete files steps,NFR,US
system must enable checking data package functionality sharing,NFR,US
system shall display maps visual cues     labels markers,NFR,US
system must able track compare user exercise performance expected norms,NFR,US
faculty members influence within academic community must trackable expansible,NFR,US
search functionality must effective finding relevant information,NFR,US
system provide way users view read textual descriptions accompanying visualizations,NFR,US
system able interpret user intent voice input,NFR,US
system must allow olderpersons view manage activities,NFR,US
system must able detect respond voice commands,NFR,US
system allow users input display characters language,NFR,US
system must able accept process metadata quickly enough new file created shortly entering metadata,NFR,US
must single button calling caregiver,NFR,US
system shall able store manage least pieces archival content without impacting user experience,NFR,US
users able upload files steps,NFR,US
system must able track involvement external collaborators specific projects,NFR,US
system must allow api users change colors embedded visualizations,NFR,US
feedback include metrics related memory physical health,NFR,US
system must enable coordinator provide positive feedback presenters,NFR,US
software must enable users interact embedded preview publisher data,NFR,US
system must allow users select export files format suitable sharing social media,NFR,US
system shall allow users adjust display settings improved readability,NFR,US
system must display day time training,NFR,US
system provide way demonstrate impact datasets outside academia,NFR,US
goals missions encourage olderpersons leave homes,NFR,US
must mechanism creating managing dataset specific archetypes,NFR,US
system must provide recommendations based user profile information,NFR,US
system must enable users generate new insights manipulated data packages,NFR,US
users able assemble collections collections objects,NFR,US
system must allow library staff members quickly edit uploaded metadata,NFR,US
system must able support customization wizards without affecting overall performance,NFR,US
researchers must able easily locate previously accessed materials using citation information,NFR,US
system must enable validation application completeness,NFR,US
user must authenticated view sponsorship options,NFR,US
system enable learning experienced researchers,NFR,US
system must remind users good body posture,NFR,US
