Requirement,Prediction,Type
Stored number access shall be provided to initiate the following calls: (M),F,SE
Environmental testing procedures shall follow guidelines defined in [IEC 68 part 1]. (M),NFR,L
The following table provides details of the three volume adjustment ranges to be provided. (O),F,O
The CTCSS modulation shall be within the limits defined in table 15-2. (M),NFR,PE
Battery requirements shall be provided without the use of discontinuous reception or transmission (DTX/DRX). (M),NFR,O
"Muting and unmuting shall be in line with [EN 301 515, Index [4]]. (M)",NFR,L
Confirmation centres shall be capable of decoding messages in either format A or B. (M),F,O
"Where implemented, these interfaces are subject to the requirements stated in the following sections. (I)",NFR,O
Some Cab radios will be required to provide communications for ERTMS/ETCS. (I),NFR,O
Direct mode channel 1 (876.0125 MHz) shall serve as the common access channel. (M),NFR,O
Replacing the handset shall result in the outcomes listed in Tables 5A-2 and 5A-3. (M),F,US
The structure of the MSISDN numbers shall comply with GSM Technical Specification [GSM 03.03]. (M),NFR,L
There are no development assumptions or dependencies.,NFR,O
There are no special software interface requirements,NFR,LF
There are no special communication interface requirements,NFR,LF
This section provides more detailed information about each web page.,NFR,US
There are no special hardware interface requirements,NFR,O
"The Get Real site should work and be tested against IE, Firefox and Netscape.",NFR,O
There are no user documents.,NFR,SE
Explore a wide range of pre-college technology programs and courses for high school students.,NFR,US
The User shall be able to choose a function by clicking the hyperlink.,F,US
The system shall retain existing HIPAA compliance capabilities.,NFR,SC
The Development Team shall define coding standards for the application and follow those standards consistently.,NFR,US
The system shall continue to depend upon and use a single SQL Server 2008 database.,NFR,O
The User shall be able to view the hyperlinks and descriptions listed.,NFR,US
The system shall display the desired operational page for the user after clicking the hyperlink.,F,LF
The QA/QC Team must perform regression testing against all scheduled builds.,NFR,MN
The user shall be able to create/add a new user manually or from a template.,F,US
The Development Team shall label every scheduled [SYSTEM NAME] build in the source control system.,NFR,O
The system shall display the xxx tab as the default tab.,F,LF
The system shall follow HIPAA compliance capabilities in new functionality introduced to the system.,NFR,O
"ETCS shall provide the driver with information to allow him to drive the train safely.
",F,US
"ETCS shall be able to supervise train and shunting movements.
",NFR,O
"ETCS is required to be functional to a maximum train speed of 500 km/h.
",NFR,SC
"The following definitions shall apply for the ETCS application levels:
	",NFR,US
"The current application level shall be indicated on the DMI.
",F,LF
"The ETCS trainborne equipment shall be capable of supervising the following operational states:
	",NFR,SC
"Any transition which occurs while the train is moving shall in principle occur automatically.
",NFR,PE
"The current operational status shall be indicated to the driver on the DMI
",F,MN
"National values shall be applicable to a defined area
",NFR,SE
"Default values shall be harmonised values, permanently stored in all ERTMS/ETCS on board equipment
",F,O
"At Start Up, the on board equipment shall perform an automatic self-test.
",NFR,PE
"The test shall require no action on the part of the driver.
",NFR,L
"The DMI shall indicate the result of the self-test.
",F,US
"Train data shall be entered before the on-board ETCS equipment allows train movement.
",NFR,PE
"The driver shall be able to select Train Data Entry on the DMI.
",F,US
"Entering or overwriting data manually by the driver shall be possible but only when stationary.
",NFR,SE
"Train data may be entered automatically from a railway management system or from train memory.
",F,O
The entry of driver identification and the selection of the language shall be possible.,F,US
"The following data may be entered manually by the driver or from train memory:
",F,O
"The following data may be entered manually by the driver provided by external sources
:
",F,O
"Transfer to Shunting on driver’s selection shall only be possible when stationary.
",F,SE
"Permission received shall be indicated to the driver.
",F,US
"Before authomatic transition to Shunting, ETCS shall request confirmation from the driver.
",F,PE
"ETCS shall supervise Shunting operation to a permitted national speed value.
",NFR,PE
"The supervised Shunting speed shall be indicated to the driver on request.
",F,PE
"Exit from Shunting shall only be possible when the train is stationary.
",NFR,SE
"Exit from Shunting shall take place when the driver selects exit from shunting.
",F,US
"Partial Supervision shall be indicated on the DMI.
",F,LF
"The train shall have the capability of being supervised to a ceiling speed.
",NFR,PE
"It shall be possible to order a train trip when passing a stop signal
",F,US
"Full Supervision shall provide supervision of speed and distance.
",F,PE
"The ETCS trainborne equipment shall be capable of being isolated.
",NFR,O
"Unfitted operation shall be possible if ordered by trackside
",F,O
"Unfitted operation shall be possible if selected by the driver at start up
",F,O
"The on board shall supervise the train against a ceiling speed
",NFR,PE
"The onboard shall be capable to switch to another ETCS status when transmitted from trackside
",NFR,O
"The ETCS on-board shall be capable of receiving track description from the trackside.
",F,O
"It shall be possible to send information on adhesion conditions from trackside.
",F,SE
"The trackside shall be able to send information for the calculation of speed profiles.
",F,US
"The ceiling speed level for the movement authority shall be defined as data National Value.
",F,PE
"Before entering an occupied track, a driver acknowledgement shall be requested.
",F,US
"The train shall be supervised according to train speed data available.
",F,A
"The target distance shall not be shown on the DMI unless selected by the driver.
",F,LF
"ETCS shall collect all relevant information concerning train and line speed.
",NFR,SE
"The braking curves shall ensure that the train complies with its speed requirements.
",NFR,PE
"The release speed shall be calculated on board, based on either:
",F,PE
"The release speed shall be indicated on the DMI.
",F,LF
"Each railway shall have the possibility of allowing a different release speed for every signal.
",F,PE
"The ETCS trainborne equipment shall be able to determine the location of the entire train.
",NFR,US
"The train location calculation shall take into account error of odometry.
",F,PE
"Actual speed shall be indicated on the DMI
",F,PE
A train shall be supervised to its static and dynamic train speed profiles.,NFR,O
"The driver shall be able to release an ETCS emergency brake application when stationary.
",NFR,PE
"The roll away/reverse movement intervention shall be indicated on the DMI.
",F,LF
"Standardised output interfaces shall enable transmission of information recorded to other media for investigation
",NFR,O
"The retention period for the recorded data will be different and two levels are foreseen:
",F,US
"The following information shall be recorded:
",F,L
"Information received shall not influence the traction unit(s) with in-operative cabs.
",F,SE
The train trip function ,F,SC
The train trip function ,F,SC
"The driver shall enter the driver ID
",F,SE
"The train speed shall be at or below a speed specified by a national value.
",NFR,PE
"The driver shall select an override control according to the permission received.
",F,PE
"The override control shall be protected against inadvertent operation.
",NFR,SE
"When the train passes the stop signal, the train trip function shall be suppressed.
",NFR,PE
"Actual speed shall still be shown on the DMI.
",F,PE
"A special indication shall be shown on the DMI.
",F,LF
"The supervised speed shall not be shown on the DMI.
",F,PE
"It shall be possible to command an immediate train stop.
",NFR,PE
"When a train has received an emergency stop ETCS shall command the emergency brake.
",NFR,PE
"The emergency stop shall be indicated to the driver on the DMI.
",F,PE
"Route unsuitability shall be indicated on the DMI.
",F,LF
"The driver shall be able to override the function when the train is stationary.
",NFR,PE
"After overriding this function the movement authority shall be re-established.
",NFR,FT
"When a traction unit passes a stop-signal the emergency brake shall be triggered.
",NFR,PE
"Operation of the train trip shall be indicated on the DMI.
",F,LF
"The emergency brake shall be applied until the traction unit is stationary.
",NFR,PE
"After the acknowledgement the driver shall be able to continue the movement
",F,US
"The ETCS trainborne equipment shall transmit its own train identification to the RBC.
",NFR,O
"The train running number shall consist of a maximum of 8 numeric digits.
",NFR,LF
"The ETCS on-board shall be capable of receiving information regarding air tightness from the trackside.
",NFR,PE
"It shall be possible to send plain text messages from track to train.
",NFR,SE
"When the plain text message appears on the DMI, the driver shall be alerted.
",NFR,PE
"The onboard equipment shall display plain text messages as received.
",F,LF
"The character set used shall support different languages.
",NFR,O
"It shall be possible to send fixed text messages from track to train
",NFR,SE
"Fixed text messages shall be provided in the language selected by the driver
",F,O
"Information shall be shown on the DMI
",F,O
"
	The following train data shall be sent from the on board to the trackside:
	",F,O
"The new target location shall be checked for acceptance by the on board.
",F,US
"Reversing shall be possible as defined by a value given with the MA
",F,US
"Reversing shall be supervised to a distance and speed set as National Values
",NFR,PE
"The distance supervised can be extended from the trackside.
",F,O
"Once the train starts reversing the MA shall be cancelled.
",NFR,PE
"The occurrence of a failure shall be displayed on the DMI.
",F,FT
"
                The solution should enable the user to track the submitted defect or enhancement request.
            ",F,FT
"
            The system should provide for role-based control for the functionality within the system
            ",NFR,O
"
            The System must allow a user to be a member of more than one group.
            ",F,US
"
            The System must be able to display several entities (cases, suspects) simultaneously.
           ",F,PE
"
            The System must allow persistent defaults for data entry where desirable. These defaults should include:
            ",NFR,SE
"
            The user interfaces should be designed to make them user-intuitive.
           ",NFR,LF
"
            The user interfaces of the system should comply with Standard ISO 9241.
           ",NFR,LF
"
           The user interfaces of the system should follow the guidelines specified under www.usability.gov
           ",NFR,LF
"
            The System must be available to users:
            ",NFR,SE
"
           Unplanned downtime for the System must not exceed <xx hours/minutes> per <rolling three month period>.
           ",NFR,A
"
            The system should support multilingual interface
            ",NFR,LF
"
             The system should work even in an offline mode with the critical functionality
            ",NFR,O
"
            The system should be implemented using Service Oriented Architecture (SOA) and have a
                modular design
            ",NFR,O
"
             The system should be developed on Open Standards
            ",NFR,O
"
             The system should be developed for a centralized deployment and maintenance
            ",NFR,O
"
             The system should be developed to be deployed in a 3-tier datacenter architecture
            ",NFR,O
"
             The system should adopt standardized formats and common metadata elements
            ",NFR,LF
"
             The system must support multiple types of communication services for remote access
            ",NFR,O
"             The system should support multi-tier authentication where required
            ",NFR,SE
"
             The system should support SSL encrypted connections
            ",NFR,O
"
             The system should support secure virtual private network connections
            ",NFR,O
"
            The system should run on multiple browsers
            ",NFR,O
"
            The system should support selective encryption of the stored data
            ",NFR,O
"
            The system should ensure high standards of security and access control through:
            ",NFR,SE
"
            The system should ensure high scalability and performance through:
            ",NFR,O
"
					2.2.3     The system shall support point-to-point voice calls between any two call parties. (M) 
				",NFR,SE
"
					2.2.5     The system shall allow a user to make public emergency point-to-point voice calls. (M) 
				",NFR,SE
"
					2.2.7     The system shall support broadcast voice calls. (M) 
				",NFR,SE
"
					2.2.12     The system shall support group voice calls. (M) 
				",NFR,O
"
					2.2.17     The  system  shall  support  multi-party  voice  communications  between  up  to  six 
different parties. (M) 
				",NFR,O
"
										2.3.1     The  EIRENE  network  will  provide  data  services  to  support  the  following  data 
applications: 
					",NFR,O
"
					2.3.3     The  network  should  support  the  receipt  of  mobile-originated  text  messages  by  the 
ground. (O) 
				",NFR,SE
"
					2.3.6     The network shall support point-to-point data communications. (M) 
				",NFR,O
"
					2.3.7     Deleted. 
				",F,A
"
					2.3.8     The network shall support data rates of at least 2.4 kbit/s. (M) 
				",NFR,SC
"
					2.3.11     The network should support fax transmissions between the ground and mobile users. 
(O) 
				",NFR,SC
"
										2.4.1     The EIRENE network will support the following call related services: 
					",NFR,O
"
					3.2.3     The network shall support all EIRENE-compliant mobiles. (M) 
				",NFR,SC
"
					3.4.1     Call set-up time requirements are dependent mainly upon priority (see section 10.2). (I) 
				",NFR,PE
"
					3.4.2     The required call set-up times shall be achieved in 95% of cases. (M) 
				",NFR,A
"
					3.5.8     Requirement  3.5.7  needs  further  technical  specification  changes  before  field 
implementation can be achieved. (I) 
				",NFR,MN
"
					4.1.4     Mobile equipment shall function correctly when travelling at speeds from 0 km/h to 
				",NFR,PE
"
											5.2.2iii  Replacing the handset either: (M) 
						",F,O
"
						5.2.2iv   A Push-To-Talk function shall be provided for use during group calls. (M) 
					",NFR,O
"
						5.2.2.28 Whilst on-going, a multi-drivers indication shall be displayed permanently at all Cab    
radios. (M) 
					",NFR,O
"
						5.2.2.31 The lead driver shall be able to terminate the entire call. (M)    
					",F,PE
"
						5.2.2.43 An audible and visual indication of an incoming call shall be provided. (M)    
					",NFR,PE
"
						5.2.2.64 A means to enter and leave shunting mode shall be provided. (M)    
					",F,O
"
						5.2.2.66 The link assurance tone shall be provided via the loudspeaker. (M)    
					",NFR,O
"
												5.2.3.1     Powering up the Cab radio will initiate the following: 
						",NFR,PE
"
						5.2.3.5     The  MMI  on/off  control  shall  be  designed  to  prevent  accidental  activation/ 
deactivation. (M) 
					",NFR,PE
"
												5.2.3.6     Switching the MMI on shall cause the following: (M) 
						",NFR,PE
"
						5.2.3.10 As far as possible, the above procedure should also apply on power failure. (O)    
					",NFR,PE
"
												5.2.3.11 When switched off, the following functions (if available) shall still be provided: (M)    
						",NFR,FT
"
						5.2.3.16 The radio shall support at least ten different languages. (M)    
Adjust loudspeaker volume 
					",NFR,O
"
						5.2.3.25v Directed network selection is suitable for crossing international borders. (I) 
					Automatic network selection 
					",NFR,US
"
						5.2.3.25viii Automatic network selection shall not be used for international border crossing. (M) 
					",NFR,SE
"
												5.2.3.42 General MMI functions are required to support the following call functions:    
						",NFR,O
"
						5.2.3.45 Such tests shall not prevent calls. (M)    
					",NFR,L
"
						5.2.4.8     Where pre-emption occurs, an advisory indication may be provided to the pre-empted 
parties. (O) 
					",F,PE
"
									5.4.1     The driver man-machine interface shall comprise the following components: (M) 
					",NFR,O
"
				5.4.4     Note: there is no requirement for hands free operation. (I) 
				",NFR,SE
"
				5.4.6     The driver shall be able to adjust the contrast of the display. (M) 
				",NFR,LF
"
				5.4.9     Displayed characters shall have a minimum height of 5mm. (M) 
				",NFR,LF
"
									5.4.10     The following colours shall only be used where mandated in 5.4.11: (M) 
					",NFR,LF
"
				5.4.15     Cab radios shall provide a means of preventing tampering. (M) 
Service availability 
				",NFR,SE
"
									5.7.3     The DSD alarm call/message shall provide the following information: 
					",NFR,PE
"
				5.7.4     DSD alarm information shall be transmitted to the primary controller. (M) 
				",NFR,SE
"
				5.7.5     Additional information may also be provided if available from external systems. (O) 
				",NFR,O
"
				5.9.1     On-train mobiles shall provide a standardised interface to ERTMS/ETCS. (M)  
				",NFR,O
"
				5.9.2     In  addition,  individual  railways  may  have  requirements  to  interface  to  national 
control/command systems. (I) 
				",NFR,O
"
				5.10.1     Other interfaces may be provided in the Cab radio system. (O)
				",NFR,O
"
												6.2.1.2     The following functions will be provided:  
Call related functions 
						",F,O
"
						6.2.2.5     An audible and visual indication of an incoming call shall be provided. (M) 
					",NFR,PE
"
						6.2.2.7     A short audible and visual indication of the incoming call shall be provided. (M) 
					",NFR,PE
"
												6.2.3.3     Switching the radio off shall cause the following: (M) 
						",NFR,PE
"
					6.3.2     The General purpose radio should be small, compact and easy to carry. (I) 
				",NFR,O
"
					6.3.6     Changing the battery should not result in losing data stored in the radio. (O) 
				",NFR,PE
"
						6.4.1.2     The MMI should be suitable for use both by day and night. (O) 
					",NFR,O
"
						6.4.2.1     The on/off control should be designed to prevent accidental activation/deactivation. 
(O) 
					",NFR,PE
"
						6.4.2.2     Facilities should be provided to adjust the loudspeaker volume. (O) 
					",F,O
"
						6.4.2.5     Stored  numbers  and  other  set-up  details  should  be  protected  against  accidental 
alteration. (O) 
					",F,O
"
						6.4.3.2     A network service availability indication shall be provided to the user. (M) 
					",NFR,SE
"
												7.2.1.2     The following functions will be provided: 
Call related functions 
						",F,O
"
						7.2.2.13 An audible and visual indication of an incoming call shall be provided. (M)    
					",NFR,PE
"
						7.2.2.15 A short audible and visual indication of the incoming call shall be provided. (M)    
					",NFR,PE
"
												7.2.3.3     Switching the radio off shall cause the following: (M) 
						",NFR,PE
"When the mobile changes network automatically, a visual and audible indication shall 
be given. (M) 			",NFR,PE
"The weight of the Operational radio including battery should not exceed 800g. (O) 
Electrical			",NFR,O
The Operational radio should be suitable for use with a car adapter kit. (O)  			,NFR,O
"
The Operational radio MMI shall comprise the following components: (O) 	",NFR,O
"The MMI shall be suitable for use by day and night. (O) 
					",NFR,SC
The emergency button shall be designed to avoid accidental use. (M) 				,F,PE
A dedicated Push-To-Talk button shall be provided. (M) 				,F,PE
"Details concerning controller equipment requirements for Railway emergency calls are 
given in section 13. (I) 			",NFR,L
The primary controllers MMI should provide the following functionality: (O) 			,NFR,O
 This section addresses the following: (I),F,L
"The  EIRENE  system  shall  enable  users  to  originate  and  receive  calls  by  functional 
number. (M) 				",F,SE
Each mobile shall be identified by a unique telephone number. (M) 			,NFR,SE
 The use of train numbers to address trains shall not result in any ambiguities. (I) 			,F,LF
Every on-train function shall be identified by a unique standard number. (M) 				,NFR,US
"The use of engine/coach numbers to address trains shall not result in any ambiguities. 
(I)				",F,LF
Every on-engine/coach function shall be identified by a unique standard number. (M),F,LF
Every shunting team number shall be based on an association of: (M) 				,F,US
Every maintenance team number shall be based on an association of: (M) 				,F,LF
Every controller number shall be based on an association of: (M)					,F,LF
" The lowest priority ongoing call shall be pre-empted before that of a higher priority. 
(M) 
				",F,PE
"Any  implementation  of  such  call  restrictions  shall  not  affect  international 
interoperability. (M) 		",NFR,SE
" If required, a railway may make additional restrictions to the access matrix. (O) 			",F,SE
The addressing scheme can be divided into two areas: (I) 			,NFR,O
Deleted.  ,F,MN
"The functional number shall consist of numeric characters only. (M)    
					",NFR,LF
"The  functional  number  registration  facility  shall  be  supported  by  all  EIRENE  user    
equipment. (M)			",NFR,O
"Duplicate  functional  numbers  (eg  two  trains  with  the  same  train  number)  shall  be    
prevented. (M)			",F,A
"The functional number deregistration facility shall be supported by all EIRENE user    
equipment. (M) ",NFR,O
"In addition, a given set of users shall also be allowed to: (M)					",F,SE
This procedure shall be carried out without manual intervention. (M)			,NFR,PE
"The location dependent addressing scheme shall be available to all mobiles. (M) 
				",NFR,SE
"A standard data interface between the mobile and the application module shall be 
provided. (M) 		",NFR,O
There are two types of Railway emergency call: (I),F,PE
The Shunting emergency call shall automatically take priority over the link assurance signal. (M) 		,NFR,PE
A Railway emergency call may be defined in three distinct phases. These are: (I),F,PE
"Different indications at the originating and receiving terminal may be provided. (O)    
					",F,PE
A Railway emergency call may only be terminated by: (M) 	,NFR,PE
"For  Railway  emergency  calls  initiated  by  a  mobile,  the  controllers  display  will 
indicate:				",F,LF
"The confirmation shall be generated automatically without input from the user. (M) 
				",NFR,SE
"The shunting communication shall be protected from unintentional and unauthorised 
access. (M)
				",NFR,SE
" Deleted.    
				",F,MN
" It should be possible for the system to record: (O)    
					",F,PE
A shunting group shall be able to consist of the following mobile members: (M)	,F,US
"In addition to the above shunting group members: 
					",F,US
"The link assurance signal shall be deactivated upon receipt of a shunting emergency 
call. (M) 
				",NFR,PE
"Operating flexibility: 
					",F,SC
"Management flexibility: 
					",F,SE
"The operational requirement for direct mode is to: (I) 
					",NFR,PE
"Principal requirements are: (M  see above) 
					",F,US
"
KeePass must be downloaded and installed
",NFR,O
"
Folder selected must be of type the database can read and that is “name”.kdb
",NFR,LF
"
Databases must have different names or else the previews one will be replace if selected
",F,LF
"
There must be entries in the database in order for them to be printed
",NFR,LF
"
A name is required in order for the new group/subgroup to be created
",F,US
"
A subgroup cannot be created when no group is selected
",F,SE
"
A name is required in order for the group/subgroup to be renamed
",F,US
"
An entry must belong to a group to be created
",F,US
When the password field is completed the repeat password field must be completed,NFR,PE
Password field and repeat password field must be identical,F,SE
"
An entry must be selected to be viewed or modified",F,US
"
An entry must be selected before it is duplicated
",F,US
"
The prefix “Auto-Type:” is required in front of each sequence
",F,LF
"
Sequence’s length must not be more than a line (59 characters)
",NFR,LF
"If two auto-types are referred in one note field, only the first is used",F,PE
"
Only one database file is allowed in command line options
",NFR,SE
"In case a space is found in the path, it must be enclosed into quotes",F,O
"
If there is a composite key, both master password and key file are required
",F,SE
"There is no backdoor or key that unlocks all databases
",NFR,SE
"
File formats are not specialized password database formats
",NFR,O
"File formats only specify a low-level layout of stored data
",F,SE
"
Global hot key cannot be changed
",F,SE
"
Title, username or URL cannot be changed in a TAN entry.
",NFR,SE
"
When a TAN is used, it expires automatically and can never be used again.
",NFR,FT
The system shall use SQL based database to store inventory information.,NFR,O
"USB interface and divers are provided by Yoggie Corporation.
            ",F,O
Shall install online help for users via the web interface    ,NFR,O
"Shall deliver Operations and Maintenance manual, Users Guide book, and Installation Instructions for the Administrator.
            ",F,O
"Assume the delivery of development, test and evaluate samples of the USB system from Yoggie. ",F,O
Assume Yoggie will freeze the baseline of the USB system after delivery.,NFR,PE
The system shall be able to retrieve 200 products per second.,NFR,PE
The system shall be able to add product to shopping cart in less than 2ms.,NFR,PE
The system shall be able to email customer and vendor in less than 1 second.,NFR,PE
The system shall be able to validate credit card in less than 2 seconds.,NFR,PE
The system shall be able to acquire shipping charges in less than 2 seconds.,NFR,PE
The system shall be able to restore 1000 records per second.  ,NFR,PE
The system will do periodic backups through a live internet connection.      ,NFR,O
The system shall validate credit cards against fraud                  ,NFR,SE
The system shall encrypt all sensitive information via https.,NFR,SE
The system shall encrypt all customer data in database.,NFR,SE
 The system shall auto detect IP DOS attacks and block IP automatically.,NFR,SE
The system shall detect consecutive failed login attempts.,F,SE
The system shall be protected by open source firewall called Firestarter. http://www.fs-security.com/ ,NFR,O
 The system shall have an availability of 99.99%.           ,NFR,SC
The system shall perform searches via Dijkstra's shortest path algorithm.                ,NFR,US
The system shall automatically compress image files that are too large in size.,NFR,O
The system will employ on demand asynchronous loading for faster execution of pages.  ,NFR,PE
The system shall validate email address existence.                       ,F,SE
The system shall be easy to use                    ,NFR,US
The system shall be easy to learn,NFR,US
"The system shall utilize help bubbles to assist managers, customers, and administrators                               ",NFR,US
The system shall employ easy to locate buttons,NFR,US
The system shall prompt customer with friend easy to read error messages.,NFR,US
The system shall utilize consistent symbols and colors for clear notifications.,NFR,US
The system shall utilize interchangeable plugins.,NFR,O
The system shall be easily updatable for fixes and patches.,NFR,O
The system shall be easy to upgrade.        ,NFR,MN
The system shall be extremely portable via the usb drive.                       ,NFR,O
The system shall be easy to migrate or backed up via another usb drive.                         ,NFR,O
The system should be able to run under debug mode.,NFR,O
The system should be able to run test credit card transactions.                     ,NFR,O
The system should be able to run test shipping orders.,NFR,O
The system should be able to create test environment of weborder system.,F,O
The system hardware shall be fixed and patched via an internet connection.,NFR,O
Yoggie shall coordinate on future enhancement and features with our organization.,NFR,MN
The system shall adhere to the following hardware requirements:,NFR,O
The format for service information description is defined,F,O
"The format for service information description is defined
          ",F,O
"The interaction protocol between Web Server-SR, SR-mediator is defined.",NFR,O
"Resource provisioning, delegation and reservation policies are in place",F,MN
There is an established norm that any resource failure will be reported.,NFR,FT
"The interaction protocol between Web Server-SR, SR-mediator is defined.",NFR,O
Malicious requests are detected and rejected.,NFR,SE
Web servers have already replicated necessary content.,NFR,O
Both anticipated and unanticipated user requests (traffic) are considered.,F,SE
The format for service information description is defined,F,O
The format of service requirements is defined.,F,O
"Mediator-SR, mediator-PR, mediator-PA interaction protocols are defined.",NFR,O
Mediator works in conjunction with the PA to establish negotiation.,NFR,US
Interaction protocols between PAs are identified.,NFR,US
Malicious requests are identified and acted upon.,F,US
There are existing policies for long-term peering arrangement.,NFR,SC
There is procedure to perform short-term negotiation.  ,F,US
Negotiation is established between selected CDN peers.,F,US
Primary CDN has already acquired sufficient external resources.,NFR,O
Functional policies are identified and deployed.,F,US
Effective content delivery is ensured through SLA satisfaction.,NFR,US
Policies identifying the consequences of SLA violation are defined.,F,US
Policies are in place to perform renegotiation for problem resolution.,F,US
Policies are in place to perform renegotiation for problem resolution.,F,US
