Requirement,Prediction,Type
product shall provide monitoring service product shall easy system administrator dba use two week usage,NFR,US
language supported matter national railway decide,NFR,US
exchange information arena network handled disc shall use standardized protocol detailed section 116,NFR,US
v directed network selection suitable crossing international border automatic network selection,NFR,US
required field specified uis must marked red asterisk alerting user fill required field,NFR,US
number web page navigated access product information top page exceed x,NFR,US
making individualization adaptation evident made evident user individualization ardor adaptation used,NFR,US
prompt message shall capable displayed least 10 language railway choose language implemented,NFR,US
shall possible driver contact member onboard train staff using pointtopoint voice call,NFR,US
cab radio capable selecting appropriate mobile radio network automatically using selection criterion stated section 105,NFR,US
product shall use symbol word naturally understandable realtor community,NFR,US
system able connect call audible visual indication shall provided driver communicate driver train,NFR,US
product shall intuitive selfexplanatory nine ten user shall able successfully complete game training,NFR,US
case voice call shall possible user attempting forward call converse intended recipient prior forwarding,NFR,US
startup tc shall determine 5 level interaction achievable tc configuration,NFR,US
product shall easy realtor learn,NFR,US
frequently executed system transaction must designed completed interaction eg mouse click,NFR,US
monitoring data collected case exposed individual isolated quarantined health event,NFR,US
system shall prompt customer friend easy read error message,NFR,US
user shall able view hyperlink description listed,NFR,US
etc train borne equipment shall able determine location entire train,NFR,US
confirmation shall generated automatically without input user,NFR,US
product shall use standard navigation menu familiar web user,NFR,US
system supporting capable using configurable domainspecific vocabulary,NFR,US
call group call user request permission speak call using pushtotalk function,NFR,US
master password limit length whole sentence used 100 character,NFR,US
user must able generate report defined r10601 subset project one different project portfolio,NFR,US
new user shall able navigate league team page within 30 second reaching startup page,NFR,US
qualification necessary,NFR,US
system shall perform search via dijkstra shortest path algorithm,NFR,US
system supporting ability produce individual report emergency team member investigator,NFR,US
shall possible initiate test radio provide driver reasonable level certainty radio mmi working,NFR,US
language supported matter national railway decide,NFR,US
user shall able select preferred language display setting shall retained radio,NFR,US
possible network prevent identity certain user displayed mobile either called priority preemption,NFR,US
system must provide end user administrator function easy use intuitive throughout,NFR,US
frequently executed system transaction must designed completed interaction eg mouse click,NFR,US
call established connected party shall able communicate 522iv pushtotalk function shall provided use group call,NFR,US
arena facility available within currently selected network user shall given visible indication,NFR,US
effective content delivery ensured sla satisfaction,NFR,US
fair shall able identify fault source least fcr,NFR,US
user shall able add additional role manually creating adding new user user template,NFR,US
solution send alert eg email sm user user chooses whenever action taken alert,NFR,US
group call visual indication shall provided remind user need use ptt function,NFR,US
action required driver simple possible invoke test,NFR,US
